,movie_title,content_rating,genres,directors,authors,actors,original_release_date,runtime,production_company,tomatometer_rating,tomatometer_count,audience_rating,audience_count,meta_score,summary,combo_score,rating_diff
359,Tower,NR,"Animation, Documentary",Keith Maitland,,"Violett Beane, Blair Jackson, Josephine McAdam, Reece Everett Ryan, Louie Arnette, Monty Muir, Chris Doubek, Aldo Ordonez, Vicky Illk, John Fitch, Karen Davidson, Jeremy Brown, Seamus BolivarOchoa, Cole Bresnehen, Timothy Lucas, Cole Bee Wilson, Lee Zamora",10/12/2016,98,Go-Valley,99,99,89,3303,92,"August 1, 1966, was the day our innocence was shattered. A sniper rode the elevator to the top floor of the iconic University of Texas Tower and opened fire, holding the campus hostage for 96 minutes in what was a previously unimaginable event. TOWER combines archival footage with rotoscopic animation of the dramatic day, based entirely on first person testimonies from witnesses, heroes and survivors, in a seamless and suspenseful retelling of the unfolding tragedy. The film highlights the fear, confusion, and visceral realities that changed the lives of those present, and the rest of us, forever  a day when the worst in one man brought out the best in so many others.",95.5,-6.5
360,Transpecos,NR,Mystery & Suspense,Greg Kwedar,"Greg Kwedar, Clint Bentley","Johnny Simmons, Gabriel Luna, Clifton Collins Jr, David Acord, Luis Bordonada, Oscar Avila, Clint Bentley, Ralph Alderman, Will Brittain, Lora Cunningham, Alex Knight, Cesar Lopez, Alma Martinez, Jesus Mayorga, Julio Oscar Mechoso, Richard McKinley, Roy Rios, Sam Sadler, Juanita Trad, Robert Washington, Eddie Diaz, Christina Dominguez, Paul Espinosa, Josmar Gaona",9/9/2016,86,Samuel Goldwyn Films,91,23,56,442,73,"On a remote desert highway a makeshift Border Patrol checkpoint is manned by three agents: Flores (Gabriel Luna): with an uncanny ability to track; Davis (Johnny Simmons): joined the Border Patrol with dreams of romancing seoritas and riding on horseback; Hobbs (Clifton Collins Jr): one of the old guard who believes a college degree cant stop a bullet. It's like most boring days, but soon the contents of one car will change everything. What follows is a journey to uncover the surreal, frightening secrets hidden behind the facade of this lonely outpost. The end of the path may cost them their lives along a border where the line between right and wrong shifts like the desert itself.",82,-26
361,Triple 9,R,"Action & Adventure, Drama",John Hillcoat,Matt Cook,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Kate Winslet, Woody Harrelson, Clifton Collins Jr, Aaron Paul, Norman Reedus, Teresa Palmer, Gal Gadot, Michael Kenneth Williams, Michelle Ang, Carlos Aviles, Luis Da Silva Jr, E Roger Mitchell, Blake McLennan, Zane Pittman, Dev Kingsley, Natalie Pero, Ian Casselberry, Christine Horn, Valiant Michael, Labrandon Shead, Terri Abney, Hakim Callender, Walter Hendrix, III, Tony Grant IV, Anthony Belevtsov, Michelle Rivera, Karen Kaia Livers, Terence Rosemore",2/26/2016,115,Open Road Films,54,181,41,19660,52,"A crew of dirty cops is blackmailed by the Russian mob to execute a virtually impossible heist and the only way to pull it off is to manufacture a 999, police code for officer down. Their plan is turned upside down when the unsuspecting rookie they set up to die foils the attack, triggering a breakneck action-packed finale tangled with double-crosses, greed and revenge.",53,-12
362,Trolls,PG,"Animation, Kids & Family","Mike Mitchell, Walt Dohrn","Jonathan Aibel, Glenn Berger","Gwen Stefani, James Corden, Jeffrey Tambor, Ron Funches, Ron Funches, Aino Jawo, Aino Jawo, Caroline Hjelt, Caroline Hjelt, Kunal Nayyar, Quvenzhane Wallis, Walt Dohrn, Rhys Darby, Ricky Dillon, Ricky Dillon, Meg DeAngelis, Meg DeAngelis, Glozell Green, Kandee Johnson, Kandee Johnson, Grace Helbig, Grace Helbig, Curtis Stone, Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher MintzPlasse, Christine Baranski, Russell Brand, Gwen Stefani, John Cleese",11/4/2016,88,DreamWorks Animation,76,162,67,38997,55,"Enter a colorful, wondrous world populated by hilariously unforgettable characters and discover the story of the overly optimistic Trolls, with a constant song on their lips, and the comedicly pessimistic Bergens, who are only happy when they have trolls in their stomach.",65.5,1.5
363,Tumbledown,R,Comedy,Sean Mewshaw,"Sean Mewshaw, Desiree Van Til","Rebecca Hall, Jason Sudeikis, Dianna Agron, Blythe Danner, Joe Manganiello, Griffin Dunne, Richard Masur, Melissa Jesser, Mary Bonner Baker, Alex Quijano, Mary Klug, John Hickson, Maggie Castle, Matthew Delamater, Bates Wilder, Lewis Robinson, Frank Omar, Pepper Binkley",2/5/2016,103,Echo Films,70,37,61,1197,60,"Deep in the Maine woods, Hannah (Rebecca Hall) is unable to move on after the death of her husband, an acclaimed musician and the subject of a biography shes struggling to write, when she meets Andrew, a brash New York academic who has a different take on her husbands life  and death.  The unlikely pair must collaborate to craft the famous singers story and begin to write the next chapter in their lives together.",65,-4
364,USS Indianapolis: Men of Courage,R,"Action & Adventure, Drama",Mario Van Peebles,"Cam Cannon, Richard Rionda del Castro","Nicolas Cage, Tom Sizemore, Thomas Jane, James Remar, Matt Lanter, Brian Presley, Callard Harris, Yutaka Takeuchi, Johnny Wactor, Adam Scott Miller, Cody Walker, Steven Varnes, Joey Capone, Justin Nesbitt, Matthew Pearson, Shamar Sanders, Craig Tate, Mandela Van Peebles, Emily Tennant, Max Ryan, Patrice Cols, Currie Graham, Timothy Patrick Cavanaugh, Jos Julin, Weronika Rosati, Gary Grubbs, Mattie Liptak, Casey Myers, William Tomeoki, Zero Kazama, Emily Marie Palmer, Judd Lormand, Jacob McManus, Jaime Channing, Edward Delmore, lll, Jerod Daniel Perez, Stan Houston, Brian Keith Matney, Kirk Jordan, Charles Wiedman, Patrick ODriscoll, Ladson Deyne, Bill Riales, Joshua Dease, Michael Brannon, Zack Rukavina, Marley Van Peebles, Pete Riehm, Jason Rice, Rebecca Pena, Charity Sills, Sasha Feldman, Shane Cavanaugh",11/11/2016,135,Saban Films,17,12,30,2226,30,"The harrowing true story of the crew of the USS Indianapolis, who were stranded in the Philippine Sea for five days after delivering the atomic weapons that would eventually end WWII. As they awaited rescue, they endured extreme thirst, hunger, and relentless shark attacks.",23.5,6.5
365,War Dogs,R,"Comedy, Drama",Todd Phillips,"Jason Smilovic, Todd Phillips, Stephen Chin","Jonah Hill, Miles Teller, Ana de Armas, Kevin Pollak, Bradley Cooper, Shaun Toub, Barry Livingston, JB Blanc, Brenda Koo, Eddie Jemison, Jeremy Tardy, Andrei Finti, Julian Sergi, Edson Jean, Steve Lantz, Dan Bilzerian, Ali Chen, Ashley Rae Spillers, Patrick St Esprit, Jeff Pierre, Gabriel Spahiu, Benny Figgins, Liliana Cristina Circei, Gabriela Alvarez, Mircea Stoian, Bogdan Albulescu, Gregg Weiner, Bruce Willis, Rosario Dawson, Josh Duhamel, 50 Cent, Arie Verveen, Eric Winter, Bonnie Somerville, Richard Schiff, Yohance Myles, James Lesure",8/19/2016,114,Warner Bros. Pictures,61,229,68,29223,57,"Two friends in their early 20s (Jonah Hill and Miles Teller) living in Miami Beach during the Iraq War exploit a little-known government initiative that allows small businesses to bid on U.S. Military contracts. Starting small, they begin raking in big money and are living the high life. But the pair gets in over their heads when they land a 300 million dollar deal to arm the Afghan Militarya deal that puts them in business with some very shady people, not the least of which turns out to be the U.S. Government.",59,9
366,Warcraft,PG-13,"Action & Adventure, Science Fiction & Fantasy",Duncan Jones,"Duncan Jones, Charles Leavitt","Travis Fimmel, Ben Foster, Dominic Cooper, Toby Kebbell, Robert Kazinsky, Paula Patton, Daniel Wu, Clancy Brown, Ben Schnetzer, Ruth Negga, Anna Galvin, Callum Keith Rennie, Ryan Robbins, Dean Redman, Glenn Ennis, Terry Notary, Elena Wurlitzer, Michael D Adamthwaite, Anna Van Hooft, Callan Mulvey, Adrian McMorran, Kyle Rideout, Michael Antonakos, Elisabeth Rosen, Patrick Sabongui, Kent OConnor, Wesley MacInnes, Mackenzie Gray, Christian Sloan, Valrie Wiseman, Dan Payne, Eugene Lipinski, Christina Jastrzembska, Travis MacDonald, Frank C Turner, Tommy Rieder, Dylan Schombing, Donavon Stinson, One Take Charlie, Meelah Robbins, Burkely Duffield, Adrian Glynn McMorran",6/10/2016,123,Universal Pictures,28,231,76,31624,32,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: Orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people and their home. So begins a spectacular saga of power and sacrifice in which war has many faces, and everyone fights for something.",30,46
367,We Are X,R,Documentary,Stephen Kijak,,"X Japan, Yoshiki, Toshi, Gene Simmons, Sugizo, Wes Borland, Pata, Taiji, hide",10/21/2016,93,Passion Pictures,82,28,86,332,64,"Under the enigmatic direction of drummer, pianist, composer, and producer Yoshiki, X Japan has sold over 30 million singles and albums combined  captivating such a wide range of admirers as Sir George Martin, KISS, Stan Lee, and even the Japanese Emperor  and pioneered a spectacle-driven style of visual rock, creating a one-of-a-kind cultural phenomenon. Chronicling the bands exhilarating, tumultuous, and unimaginable history over the past three decades  persevering through personal, physical, and spiritual heartache  the film culminates with preparations for their breathtaking reunion concert at New Yorks legendary Madison Square Garden. [Drafthouse Films]",73,13
368,Weiner,R,Documentary,"Elyse Steinberg, Josh Kriegman","Elyse Steinberg, Josh Kriegman, Eli B. Despres","Anthony Weiner, Huma Abedin, Barbara Morgan, Sydney Leathers, Josh Kriegman, Stephen Colbert, Jon Stewart",5/20/2016,96,Motto Pictures,97,175,83,7896,84,"With unrestricted access to Anthony Weiners New York City mayoral campaign, this film reveals the human story behind the scenes of a high-profile political scandal as it unfolds, and offers an unfiltered look at how much todays politics is driven by an appetite for spectacle.",90.5,-7.5
369,When the Bough Breaks,PG-13,"Drama, Horror",Jon Cassar,Jack Olsen,"Morris Chestnut, Regina Hall, Jaz Sinclair, Romany Malco, Theo Rossi, Michael Kenneth Williams, Glenn Morshower, GiGi Erneta, Tom Nowicki, Denise Gossett, Janee Michelle, Carrie Lazar, Ariadne Joseph, Matt Mitchell, Maurice Johnson, Chef John Folse, John Folse, John Boutte, Ted Ferguson, Steve Terada, Brett Baker, Jonathan Arthur, Greg Rementer, Edwin Compass",9/9/2016,102,Sony Pictures,12,25,45,6602,28,"John and Laura Taylor (Morris Chestnut and Regina Hall) are a young, professional couple who desperately want a baby. After exhausting all other options, they finally hire Anna (Jaz Sinclair), the perfect woman to be their surrogate - but as she gets further along in her pregnancy, so too does her psychotic and dangerous fixation on the husband. The couple becomes caught up in Anna's deadly game and must fight to regain control of their future before it's too late. [Sony Pictures]",20,25
370,Whiskey Tango Foxtrot,R,"Comedy, Drama","Glenn Ficarra, John Requa",Robert Carlock,"Tina Fey, Margot Robbie, Martin Freeman, Christopher Abbott, Billy Bob Thornton, Alfred Molina, Nicholas Braun, Sheila Vand, Stephen Peacocke, Evan Jonigkeit, Fahim Anwar, Josh Charles, Cherry Jones, Ava DelCielo, Scott Takeda, Monique Candelaria, Eli Goodman, Soledad OBrien, Thomas Kretschmann, Matthew Page, Lauren ChavezMyers, Hakim Zamir, Demosthenes Chrysan, David Stanford, Stafford Douglas, Roman Mitichyan, Jon Kristian Moore, Howard Ferguson Jr, John Trejo, Vic Browder, Sterling K Brown, Steve Larese, Andres Segura, Julianne Medina, Bernardo P Saracino, Zarif Kabier, Dylan Kenin, Beth Bailey, Di Zhu, Lauren Poole, Soraya Kelley, Hank Rogerson, Martin Palmer, Howard Ferguson Jr, Tommy Truex, Stephen M Hardin, Alan Humphrey, Gerry Medina, Anthony Martins, Brian Barela, Omid Zader, Katlynn Wilmott, Mustafa Haidari, Kenneth Miller, Jetto Dorsainville, Saneh Boothe, Brenden Wedner, Gregory Paul Valdez, Monica Sanchez, William Sterchi, Fred Padilla, Ibrahim Elkest, Elizabeth M Kallman, Kathleen Shurkin, Ron Weisberg, Eric Steinig, Gustavo Montes, LauraLove Tode, Michael E Stogner, Ray Hounsell, James E Lane, Steve Corona, Christopher Dempsey, Tad Jones, Kevin Collins, Alexander Daniel Pimental, Jonathan Lane, Eric Hooper, Derek Blakeney, Amberlee Toney, Christopher Atwood, Jameson Macmillan, Lance Blea, Juan Carlos Mora, Murad Kirdar, Shaun Daley, Eric E Griego, Michael Benjamin Kirby, Ciara Bergman, Cliff Gravel, Erik Gonzales, Darrick Hurst, Brandon Cekander, Mateo T Trujillo, Vanessa Martinez, Josh LaCombe, Clint Obenchain, Carlo Armendariz, William Greely, Kenneth Ham, Becky Hooper, Cody WL Smith, Benecio E Trujillo, Charles Jimenez",3/4/2016,111,Paramount Pictures,68,209,55,22429,57,"When reporter, Kim Bakers (Tina Fey) life needs something more, she decides to shake it all up by taking an assignment in a war zone. There, in the midst of chaos, she finds the strength she never knew she had. [Paramount Pictures]",62.5,-7.5
371,Why Him?,R,Comedy,John Hamburg,"John Hamburg, Ian Helfer","Bryan Cranston, James Franco, Zoey Deutch, Megan Mullally, Cedric the Entertainer, KeeganMichael Key, Griffin Gluck, Andrew Rannells, Adam DeVine, Zack Pearlman",12/23/2016,111,20th Century Fox,39,155,51,22328,39,"Over the holidays, Ned (Bryan Cranston), an overprotective but loving dad and his family visit his daughter at Stanford, where he meets his biggest nightmare: her well-meaning but socially awkward Silicon Valley billionaire boyfriend, Laird (James Franco). The straight-laced Ned thinks Laird, who has absolutely no filter, is a wildly inappropriate match for his daughter. The one-sided rivalry-and Ned's panic level-escalate when he finds himself increasingly out of step in the glamorous high-tech hub, and learns that Laird is about to pop the question. [20th Century Fox]",39,12
372,Wiener-Dog,R,Comedy,Todd Solondz,Todd Solondz,"Greta Gerwig, Kieran Culkin, Danny DeVito, Julie Delpy, Ellen Burstyn, Zosia Mamet, Tracy Letts, Samrat Chakrabarti, Keaton Nigel Cooke, Clara Mamet, Devin Druid, Kett Turton, Charlie Tahan, Bridget M Brown, Jen Ponton, Trey Gerrald, Andrew Pang, Ari Graynor, Tyler Maynard, Sharon Washington",6/24/2016,87,Annapurna Pictures,74,115,41,3446,66,"Wiener-Dog is a dark, starkly funny story of a single dog and the many different people she touches over her short lifetime. Mans best friend starts out teaching a young boy some contorted life lessons before being taken in by a compassionate vet tech named Dawn Wiener. Dawn reunites with someone from her past and sets off on a road trip. After leaving Dawn, Wiener-Dog encounters a floundering film professor, as well as an embittered elderly woman and her needy granddaughterall longing for something more.",70,-29
